"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena"
2024-12-06 01:46:16,,,,,,,,,,,,,,0.00,
2024-12-06 01:46:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:46:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 01:46:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:47:07,0.00,,,,,,,,,,,,,,
2024-12-06 01:47:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:49:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:49:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:49:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:50:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:50:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:50:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:51:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:51:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:51:16,,,,,,,,,,,,,,0.00,
2024-12-06 01:51:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:51:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 01:51:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:52:08,0.00,,,,,,,,,,,,,,
2024-12-06 01:52:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:54:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:54:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:54:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:55:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:55:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:55:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:56:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:56:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:56:16,,,,,,,,,,,,,,0.00,
2024-12-06 01:56:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:56:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 01:56:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:57:08,0.00,,,,,,,,,,,,,,
2024-12-06 01:57:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:59:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:59:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:59:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:00:22,,,,,,,,,,0.00,,,,,
2024-12-06 02:00:30,,,,,0.00,,,,,,,,,,
2024-12-06 02:00:38,,,,,,0.00,,,,,,,,,
2024-12-06 02:01:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:01:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:01:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:01:33,,,,,,,,,,,,,,,0.00
2024-12-06 02:01:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 02:01:53,,,,0.00,,,,,,,,,,,
2024-12-06 02:02:12,0.00,,,,,,,,,,,,,,
2024-12-06 02:02:25,,,,,,,,,0.00,,,,,,
2024-12-06 02:04:03,,,,,,,0.00,,,,,,,,
2024-12-06 02:04:56,,,,,,,,,,,,,0.00,,
2024-12-06 02:04:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:05:22,,,,,,,,,,0.00,,,,,
